,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price
10758,2017-05-01,Compound 7-6-17,450.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10759,2017-05-01,Compound 10-10-20,391.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10760,2017-05-01,Compound 14-7-14,365.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10761,2017-05-01,Compound 18-6-12,352.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10762,2017-05-01,Compound 24-2.5-10,360.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10763,2017-05-01,Compound 27-2.5-5,351.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10765,2017-05-01,Compound 8-5-18,365.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10766,2017-05-01,Compound 20-4-10,337.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10767,2017-05-01,Sulphate of Ammonia (21%),283.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10769,2017-05-01,Compound 10-5-25,361.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10770,2017-05-01,Compound 13-6-20,384.8356687898089,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10771,2017-05-01,Compound 15-3-20,346.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10773,2017-05-01,Compound 24-2.2-4.5,312.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10774,2017-05-01,Compound 19-0-15,315.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10775,2017-05-01,Compound 25-4-0,331.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10776,2017-06-01,Calcium Ammonium Nitrate (27.5% N),238.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10777,2017-06-01,Urea (46% N),346.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10779,2017-06-01,Muriate of Potash (50% K),367.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10780,2017-06-01,Compound 0-10-20,354.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10781,2017-06-01,Compound 0-7-30,359.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10782,2017-06-01,Compound 7-6-17,446.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10783,2017-06-01,Compound 10-10-20,381.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10784,2017-06-01,Compound 14-7-14,356.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10785,2017-06-01,Compound 18-6-12,342.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10786,2017-06-01,Compound 24-2.5-10,349.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10787,2017-06-01,Compound 27-2.5-5,340.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10789,2017-06-01,Compound 8-5-18,363.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10790,2017-06-01,Compound 20-4-10,336.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10791,2017-06-01,Sulphate of Ammonia (21%),275.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10793,2017-06-01,Compound 10-5-25,363.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10794,2017-06-01,Compound 13-6-20,384.8356687898089,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10795,2017-06-01,Compound 15-3-20,343.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10797,2017-06-01,Compound 24-2.2-4.5,308.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10798,2017-06-01,Compound 19-0-15,312.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10799,2017-06-01,Compound 25-4-0,324.0,2017-06,6,2017,82.38,170.1,0.351,2.62,183.9
10800,2017-07-01,Calcium Ammonium Nitrate (27.5% N),229.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10801,2017-07-01,Urea (46% N),348.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10803,2017-07-01,Muriate of Potash (50% K),365.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10804,2017-07-01,Compound 0-10-20,358.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10805,2017-07-01,Compound 0-7-30,363.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10806,2017-07-01,Compound 7-6-17,443.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10807,2017-07-01,Compound 10-10-20,375.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10808,2017-07-01,Compound 14-7-14,348.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10809,2017-07-01,Compound 18-6-12,335.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10810,2017-07-01,Compound 24-2.5-10,342.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10811,2017-07-01,Compound 27-2.5-5,334.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10813,2017-07-01,Compound 8-5-18,355.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10814,2017-07-01,Compound 20-4-10,326.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10815,2017-07-01,Sulphate of Ammonia (21%),265.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10817,2017-07-01,Compound 10-5-25,354.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10818,2017-07-01,Compound 13-6-20,384.8356687898089,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10819,2017-07-01,Compound 15-3-20,334.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10821,2017-07-01,Compound 24-2.2-4.5,296.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10822,2017-07-01,Compound 19-0-15,304.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10823,2017-07-01,Compound 25-4-0,315.0,2017-07,7,2017,80.31,157.15,0.366,2.57,179.94
10824,2017-08-01,Calcium Ammonium Nitrate (27.5% N),225.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10825,2017-08-01,Urea (46% N),347.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10827,2017-08-01,Muriate of Potash (50% K),363.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10828,2017-08-01,Compound 0-10-20,359.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10829,2017-08-01,Compound 0-7-30,364.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10830,2017-08-01,Compound 7-6-17,443.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10831,2017-08-01,Compound 10-10-20,373.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10832,2017-08-01,Compound 14-7-14,346.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10833,2017-08-01,Compound 18-6-12,333.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10834,2017-08-01,Compound 24-2.5-10,339.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10835,2017-08-01,Compound 27-2.5-5,331.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10837,2017-08-01,Compound 8-5-18,355.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10838,2017-08-01,Compound 20-4-10,323.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10839,2017-08-01,Sulphate of Ammonia (21%),260.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10841,2017-08-01,Compound 10-5-25,351.0,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
10842,2017-08-01,Compound 13-6-20,384.8356687898089,2017-08,8,2017,75.17,163.16,0.394,2.44,182.53
