,date,fertiliser_type,fertiliser_price,month_year,month,year,phosphate_price,urea_price,milk_price,gas_price,potassium_price
10457,2016-04-01,Compound 10-5-25,388.0,2016-04,4,2016,100.65,173.08,0.249,1.68,265.9
10458,2016-04-01,Compound 13-6-20,404.0,2016-04,4,2016,100.65,173.08,0.249,1.68,265.9
10459,2016-04-01,Compound 15-3-20,382.0,2016-04,4,2016,100.65,173.08,0.249,1.68,265.9
10461,2016-04-01,Compound 24-2.2-4.5,354.0,2016-04,4,2016,100.65,173.08,0.249,1.68,265.9
10462,2016-04-01,Compound 19-0-15,368.0,2016-04,4,2016,100.65,173.08,0.249,1.68,265.9
10463,2016-04-01,Compound 25-4-0,369.0,2016-04,4,2016,100.65,173.08,0.249,1.68,265.9
10464,2016-05-01,Calcium Ammonium Nitrate (27.5% N),280.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10465,2016-05-01,Urea (46% N),359.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10467,2016-05-01,Muriate of Potash (50% K),394.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10468,2016-05-01,Compound 0-10-20,394.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10469,2016-05-01,Compound 0-7-30,397.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10470,2016-05-01,Compound 7-6-17,474.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10471,2016-05-01,Compound 10-10-20,419.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10472,2016-05-01,Compound 14-7-14,390.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10473,2016-05-01,Compound 18-6-12,384.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10474,2016-05-01,Compound 24-2.5-10,391.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10475,2016-05-01,Compound 27-2.5-5,383.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10477,2016-05-01,Compound 8-5-18,388.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10478,2016-05-01,Compound 20-4-10,373.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10479,2016-05-01,Sulphate of Ammonia (21%),293.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10481,2016-05-01,Compound 10-5-25,387.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10482,2016-05-01,Compound 13-6-20,401.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10483,2016-05-01,Compound 15-3-20,381.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10485,2016-05-01,Compound 24-2.2-4.5,346.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10486,2016-05-01,Compound 19-0-15,363.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10487,2016-05-01,Compound 25-4-0,362.0,2016-05,5,2016,97.63,175.28,0.247,1.7,266.39
10488,2016-06-01,Calcium Ammonium Nitrate (27.5% N),255.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10489,2016-06-01,Urea (46% N),352.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10491,2016-06-01,Muriate of Potash (50% K),391.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10492,2016-06-01,Compound 0-10-20,388.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10493,2016-06-01,Compound 0-7-30,391.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10494,2016-06-01,Compound 7-6-17,470.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10495,2016-06-01,Compound 10-10-20,396.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10496,2016-06-01,Compound 14-7-14,371.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10497,2016-06-01,Compound 18-6-12,363.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10498,2016-06-01,Compound 24-2.5-10,368.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10499,2016-06-01,Compound 27-2.5-5,360.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10501,2016-06-01,Compound 8-5-18,386.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10502,2016-06-01,Compound 20-4-10,352.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10503,2016-06-01,Sulphate of Ammonia (21%),270.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10505,2016-06-01,Compound 10-5-25,379.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10506,2016-06-01,Compound 13-6-20,397.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10507,2016-06-01,Compound 15-3-20,367.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10509,2016-06-01,Compound 24-2.2-4.5,327.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10510,2016-06-01,Compound 19-0-15,347.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10511,2016-06-01,Compound 25-4-0,343.0,2016-06,6,2016,98.42,127.03,0.243,2.29,268.53
10512,2016-07-01,Calcium Ammonium Nitrate (27.5% N),243.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10513,2016-07-01,Urea (46% N),342.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10515,2016-07-01,Muriate of Potash (50% K),387.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10516,2016-07-01,Compound 0-10-20,379.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10517,2016-07-01,Compound 0-7-30,383.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10518,2016-07-01,Compound 7-6-17,466.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10519,2016-07-01,Compound 10-10-20,388.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10520,2016-07-01,Compound 14-7-14,360.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10521,2016-07-01,Compound 18-6-12,354.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10522,2016-07-01,Compound 24-2.5-10,356.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10523,2016-07-01,Compound 27-2.5-5,348.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10525,2016-07-01,Compound 8-5-18,379.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10526,2016-07-01,Compound 20-4-10,343.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10527,2016-07-01,Sulphate of Ammonia (21%),261.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10529,2016-07-01,Compound 10-5-25,384.8356687898089,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10530,2016-07-01,Compound 13-6-20,384.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10531,2016-07-01,Compound 15-3-20,364.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10533,2016-07-01,Compound 24-2.2-4.5,318.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10534,2016-07-01,Compound 19-0-15,333.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10535,2016-07-01,Compound 25-4-0,333.0,2016-07,7,2016,99.87,163.58,0.253,2.52,255.31
10536,2016-08-01,Calcium Ammonium Nitrate (27.5% N),229.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10537,2016-08-01,Urea (46% N),337.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10539,2016-08-01,Muriate of Potash (50% K),382.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10540,2016-08-01,Compound 0-10-20,381.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10541,2016-08-01,Compound 0-7-30,385.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10542,2016-08-01,Compound 7-6-17,464.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10543,2016-08-01,Compound 10-10-20,377.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10544,2016-08-01,Compound 14-7-14,355.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10545,2016-08-01,Compound 18-6-12,339.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10546,2016-08-01,Compound 24-2.5-10,342.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10547,2016-08-01,Compound 27-2.5-5,332.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10549,2016-08-01,Compound 8-5-18,376.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10550,2016-08-01,Compound 20-4-10,325.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10551,2016-08-01,Sulphate of Ammonia (21%),256.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10553,2016-08-01,Compound 10-5-25,384.8356687898089,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10554,2016-08-01,Compound 13-6-20,381.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10555,2016-08-01,Compound 15-3-20,384.8356687898089,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10557,2016-08-01,Compound 24-2.2-4.5,306.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10558,2016-08-01,Compound 19-0-15,325.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10559,2016-08-01,Compound 25-4-0,326.0,2016-08,8,2016,97.89,166.13,0.279,2.49,184.19
10560,2016-09-01,Calcium Ammonium Nitrate (27.5% N),224.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10561,2016-09-01,Urea (46% N),334.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10563,2016-09-01,Muriate of Potash (50% K),379.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10564,2016-09-01,Compound 0-10-20,373.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10565,2016-09-01,Compound 0-7-30,377.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10566,2016-09-01,Compound 7-6-17,460.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10567,2016-09-01,Compound 10-10-20,373.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10568,2016-09-01,Compound 14-7-14,350.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10569,2016-09-01,Compound 18-6-12,335.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10570,2016-09-01,Compound 24-2.5-10,339.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10571,2016-09-01,Compound 27-2.5-5,329.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10573,2016-09-01,Compound 8-5-18,371.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10574,2016-09-01,Compound 20-4-10,318.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10575,2016-09-01,Sulphate of Ammonia (21%),255.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10577,2016-09-01,Compound 10-5-25,384.8356687898089,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10578,2016-09-01,Compound 13-6-20,381.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10579,2016-09-01,Compound 15-3-20,384.8356687898089,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10581,2016-09-01,Compound 24-2.2-4.5,303.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10582,2016-09-01,Compound 19-0-15,321.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10583,2016-09-01,Compound 25-4-0,322.0,2016-09,9,2016,97.19,167.01,0.309,2.65,184.13
10584,2016-10-01,Calcium Ammonium Nitrate (27.5% N),223.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10585,2016-10-01,Urea (46% N),333.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10587,2016-10-01,Muriate of Potash (50% K),380.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10588,2016-10-01,Compound 0-10-20,372.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10589,2016-10-01,Compound 0-7-30,376.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10590,2016-10-01,Compound 7-6-17,460.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10591,2016-10-01,Compound 10-10-20,374.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10592,2016-10-01,Compound 14-7-14,350.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10593,2016-10-01,Compound 18-6-12,334.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10594,2016-10-01,Compound 24-2.5-10,339.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10595,2016-10-01,Compound 27-2.5-5,330.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10597,2016-10-01,Compound 8-5-18,371.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10598,2016-10-01,Compound 20-4-10,316.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10599,2016-10-01,Sulphate of Ammonia (21%),255.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10601,2016-10-01,Compound 10-5-25,384.8356687898089,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10602,2016-10-01,Compound 13-6-20,381.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10603,2016-10-01,Compound 15-3-20,384.8356687898089,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10605,2016-10-01,Compound 24-2.2-4.5,303.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10606,2016-10-01,Compound 19-0-15,321.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10607,2016-10-01,Compound 25-4-0,322.0,2016-10,10,2016,98.93,170.17,0.351,2.68,187.42
10608,2016-11-01,Calcium Ammonium Nitrate (27.5% N),223.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10609,2016-11-01,Urea (46% N),333.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10611,2016-11-01,Muriate of Potash (50% K),380.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10612,2016-11-01,Compound 0-10-20,372.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10613,2016-11-01,Compound 0-7-30,376.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10614,2016-11-01,Compound 7-6-17,460.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10615,2016-11-01,Compound 10-10-20,374.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10616,2016-11-01,Compound 14-7-14,350.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10617,2016-11-01,Compound 18-6-12,335.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10618,2016-11-01,Compound 24-2.5-10,339.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10619,2016-11-01,Compound 27-2.5-5,330.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10621,2016-11-01,Compound 8-5-18,371.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10622,2016-11-01,Compound 20-4-10,318.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10623,2016-11-01,Sulphate of Ammonia (21%),255.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10625,2016-11-01,Compound 10-5-25,384.8356687898089,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10626,2016-11-01,Compound 13-6-20,381.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10627,2016-11-01,Compound 15-3-20,384.8356687898089,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10629,2016-11-01,Compound 24-2.2-4.5,303.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10630,2016-11-01,Compound 19-0-15,321.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10631,2016-11-01,Compound 25-4-0,322.0,2016-11,11,2016,95.21,189.49,0.377,2.31,190.88
10632,2016-12-01,Calcium Ammonium Nitrate (27.5% N),223.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10633,2016-12-01,Urea (46% N),321.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10635,2016-12-01,Muriate of Potash (50% K),378.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10636,2016-12-01,Compound 0-10-20,365.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10637,2016-12-01,Compound 0-7-30,373.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10638,2016-12-01,Compound 7-6-17,460.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10639,2016-12-01,Compound 10-10-20,371.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10640,2016-12-01,Compound 14-7-14,351.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10641,2016-12-01,Compound 18-6-12,332.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10642,2016-12-01,Compound 24-2.5-10,338.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10643,2016-12-01,Compound 27-2.5-5,329.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10645,2016-12-01,Compound 8-5-18,371.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10646,2016-12-01,Compound 20-4-10,318.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10647,2016-12-01,Sulphate of Ammonia (21%),255.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10649,2016-12-01,Compound 10-5-25,384.8356687898089,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10650,2016-12-01,Compound 13-6-20,381.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10651,2016-12-01,Compound 15-3-20,384.8356687898089,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10653,2016-12-01,Compound 24-2.2-4.5,304.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10654,2016-12-01,Compound 19-0-15,319.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10655,2016-12-01,Compound 25-4-0,328.0,2016-12,12,2016,92.49,206.57,0.362,3.4,195.89
10656,2017-01-01,Calcium Ammonium Nitrate (27.5% N),231.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10657,2017-01-01,Urea (46% N),325.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10659,2017-01-01,Muriate of Potash (50% K),370.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10660,2017-01-01,Compound 0-10-20,361.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10661,2017-01-01,Compound 0-7-30,367.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10662,2017-01-01,Compound 7-6-17,459.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10663,2017-01-01,Compound 10-10-20,374.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10664,2017-01-01,Compound 14-7-14,350.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10665,2017-01-01,Compound 18-6-12,334.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10666,2017-01-01,Compound 24-2.5-10,341.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10667,2017-01-01,Compound 27-2.5-5,332.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10669,2017-01-01,Compound 8-5-18,357.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10670,2017-01-01,Compound 20-4-10,321.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10671,2017-01-01,Sulphate of Ammonia (21%),259.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10673,2017-01-01,Compound 10-5-25,384.8356687898089,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10674,2017-01-01,Compound 13-6-20,381.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10675,2017-01-01,Compound 15-3-20,384.8356687898089,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10677,2017-01-01,Compound 24-2.2-4.5,308.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10678,2017-01-01,Compound 19-0-15,321.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10679,2017-01-01,Compound 25-4-0,329.0,2017-01,1,2017,91.21,220.08,0.368,3.07,194.42
10680,2017-02-01,Calcium Ammonium Nitrate (27.5% N),246.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10681,2017-02-01,Urea (46% N),345.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10683,2017-02-01,Muriate of Potash (50% K),362.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10684,2017-02-01,Compound 0-10-20,359.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10685,2017-02-01,Compound 0-7-30,357.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10686,2017-02-01,Compound 7-6-17,450.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10687,2017-02-01,Compound 10-10-20,380.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10688,2017-02-01,Compound 14-7-14,356.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10689,2017-02-01,Compound 18-6-12,343.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10690,2017-02-01,Compound 24-2.5-10,351.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10691,2017-02-01,Compound 27-2.5-5,343.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10693,2017-02-01,Compound 8-5-18,353.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10694,2017-02-01,Compound 20-4-10,335.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10695,2017-02-01,Sulphate of Ammonia (21%),265.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10697,2017-02-01,Compound 10-5-25,357.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10698,2017-02-01,Compound 13-6-20,364.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10699,2017-02-01,Compound 15-3-20,338.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10701,2017-02-01,Compound 24-2.2-4.5,313.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10702,2017-02-01,Compound 19-0-15,320.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10703,2017-02-01,Compound 25-4-0,335.0,2017-02,2,2017,89.26,180.28,0.356,2.65,283.27
10704,2017-03-01,Calcium Ammonium Nitrate (27.5% N),257.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10705,2017-03-01,Urea (46% N),359.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10707,2017-03-01,Muriate of Potash (50% K),366.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10708,2017-03-01,Compound 0-10-20,363.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10709,2017-03-01,Compound 0-7-30,361.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10710,2017-03-01,Compound 7-6-17,452.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10711,2017-03-01,Compound 10-10-20,390.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10712,2017-03-01,Compound 14-7-14,362.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10713,2017-03-01,Compound 18-6-12,353.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10714,2017-03-01,Compound 24-2.5-10,363.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10715,2017-03-01,Compound 27-2.5-5,353.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10717,2017-03-01,Compound 8-5-18,357.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10718,2017-03-01,Compound 20-4-10,341.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10719,2017-03-01,Sulphate of Ammonia (21%),286.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10721,2017-03-01,Compound 10-5-25,364.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10722,2017-03-01,Compound 13-6-20,367.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10723,2017-03-01,Compound 15-3-20,348.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10725,2017-03-01,Compound 24-2.2-4.5,322.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10726,2017-03-01,Compound 19-0-15,323.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10727,2017-03-01,Compound 25-4-0,345.0,2017-03,3,2017,91.26,209.2,0.331,2.71,193.29
10728,2017-04-01,Calcium Ammonium Nitrate (27.5% N),260.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10729,2017-04-01,Urea (46% N),359.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10731,2017-04-01,Muriate of Potash (50% K),366.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10732,2017-04-01,Compound 0-10-20,359.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10733,2017-04-01,Compound 0-7-30,362.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10734,2017-04-01,Compound 7-6-17,451.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10735,2017-04-01,Compound 10-10-20,395.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10736,2017-04-01,Compound 14-7-14,367.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10737,2017-04-01,Compound 18-6-12,357.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10738,2017-04-01,Compound 24-2.5-10,365.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10739,2017-04-01,Compound 27-2.5-5,356.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10741,2017-04-01,Compound 8-5-18,366.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10742,2017-04-01,Compound 20-4-10,343.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10743,2017-04-01,Sulphate of Ammonia (21%),286.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10745,2017-04-01,Compound 10-5-25,364.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10746,2017-04-01,Compound 13-6-20,367.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10747,2017-04-01,Compound 15-3-20,348.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10749,2017-04-01,Compound 24-2.2-4.5,319.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10750,2017-04-01,Compound 19-0-15,324.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10751,2017-04-01,Compound 25-4-0,345.0,2017-04,4,2017,89.23,193.98,0.331,2.87,192.69
10752,2017-05-01,Calcium Ammonium Nitrate (27.5% N),253.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10753,2017-05-01,Urea (46% N),355.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10755,2017-05-01,Muriate of Potash (50% K),364.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10756,2017-05-01,Compound 0-10-20,356.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
10757,2017-05-01,Compound 0-7-30,360.0,2017-05,5,2017,83.71,161.77,0.341,2.82,186.89
